## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657875.insert_size.pdf INPUT=bam/SRR7657875.sorted.bam OUTPUT=bam/SRR7657875.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
266	255	39	142	150674138	266.609018	63.217334	31041300	FR	15	29	45	61	79	101	127	169	517	3155	19051			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
142	2
143	3
144	5
145	6
146	22
147	40
148	70
149	259
150	19558
151	31587
152	32196
153	32555
154	33168
155	34139
156	34794
157	35295
158	36134
159	36772
160	33141
161	34015
162	35199
163	36203
164	38155
165	38832
166	39845
167	40658
168	42297
169	43540
170	45301
171	46867
172	49119
173	49659
174	52060
175	53051
176	54757
177	56566
178	59021
179	59959
180	61703
181	63725
182	65831
183	67731
184	70065
185	73037
186	74616
187	76035
188	78375
189	80730
190	83873
191	85819
192	87782
193	90837
194	93246
195	96567
196	99948
197	101754
198	104485
199	107978
200	110307
201	113744
202	116387
203	119397
204	122478
205	126269
206	128934
207	131391
208	136091
209	137984
210	140765
211	143346
212	147596
213	149395
214	153421
215	156496
216	159147
217	164839
218	167043
219	168078
220	172280
221	175328
222	177047
223	182388
224	184330
225	186255
226	189682
227	193852
228	193227
229	197335
230	198887
231	200150
232	204346
233	205058
234	207401
235	210460
236	211024
237	212444
238	214835
239	215720
240	219514
241	221527
242	222254
243	220794
244	222632
245	222764
246	223496
247	225570
248	225343
249	224792
250	226384
251	226670
252	225793
253	227136
254	227591
255	228132
256	225255
257	224925
258	225254
259	223751
260	223908
261	222875
262	222421
263	222874
264	220962
265	220039
266	217754
267	214840
268	216238
269	214769
270	212312
271	212370
272	209398
273	206888
274	205905
275	204039
276	201784
277	199931
278	197362
279	195900
280	194960
281	192295
282	189953
283	188329
284	184827
285	182149
286	181721
287	178190
288	176802
289	175339
290	173159
291	168943
292	168102
293	165599
294	162027
295	160370
296	157052
297	153824
298	153102
299	149693
300	145504
301	143025
302	140861
303	137090
304	134112
305	131462
306	128046
307	125440
308	123425
309	121320
310	118774
311	115385
312	111590
313	110037
314	106821
315	105530
