## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657880.insert_size.pdf INPUT=bam/SRR7657880.sorted.bam OUTPUT=bam/SRR7657880.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
267	254	39	142	173491449	268.101199	62.489865	29330410	FR	15	29	45	61	79	99	125	165	323	2665	17855			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
142	2
143	2
144	3
145	7
146	27
147	67
148	83
149	271
150	17723
151	28696
152	28815
153	29279
154	29843
155	30312
156	31295
157	31976
158	32579
159	33170
160	29950
161	31034
162	31663
163	33157
164	33777
165	34971
166	36042
167	37009
168	38425
169	39844
170	40919
171	42798
172	43664
173	45228
174	46449
175	47826
176	49614
177	50742
178	53045
179	54453
180	56322
181	57647
182	59355
183	61516
184	63788
185	65049
186	67381
187	69271
188	71107
189	73573
190	76734
191	78216
192	80476
193	83252
194	85213
195	87843
196	90558
197	92656
198	94786
199	98810
200	101578
201	103621
202	106097
203	109309
204	111290
205	114688
206	117097
207	120339
208	124180
209	126775
210	129584
211	132384
212	135146
213	138293
214	141262
215	145041
216	146823
217	151465
218	153746
219	156260
220	158556
221	162373
222	164520
223	168279
224	171165
225	172929
226	176279
227	178942
228	180022
229	182629
230	185373
231	185792
232	190775
233	191119
234	193402
235	196555
236	196937
237	198248
238	200814
239	201944
240	205207
241	205749
242	208620
243	207572
244	209669
245	209519
246	211642
247	212677
248	212082
249	212702
250	212781
251	213319
252	214925
253	215493
254	216101
255	215587
256	215180
257	212870
258	214149
259	212533
260	212483
261	212405
262	212531
263	213244
264	211369
265	209954
266	209139
267	207459
268	207466
269	206293
270	204455
271	203983
272	201672
273	199720
274	199133
275	197887
276	194552
277	193319
278	191005
279	189242
280	188893
281	185543
282	183745
283	182688
284	180868
285	177619
286	177437
287	173777
288	171917
289	170759
290	169134
291	165040
292	162939
293	161581
294	159018
295	157282
296	154732
297	151608
298	150565
299	145990
300	143545
301	141931
302	139103
303	135306
304	133146
305	129802
306	127794
307	125171
308	122734
309	121397
310	117740
311	115403
312	111951
313	110358
314	107344
315	105022
316	104155
317	101263
318	98584
319	96059
320	93906
321	91683
322	89192
323	87922
324	85330
325	83448
326	81390
327	79837
328	77183
329	75818
330	73982
331	72026
332	70382
333	68472
334	66835
335	65892
336	63291
337	62786
338	60511
339	58952
340	57321
341	55945
342	54200
343	53251
344	51394
345	49973
346	48725
347	47274
348	46466
349	45669
350	44407
351	42364
352	41967
353	40761
354	39278
355	37895
356	37433
357	35942
358	35435
359	34615
360	33455
361	32742
362	31631
363	30952
364	30322
365	29103
366	28353
367	27609
368	27347
369	26268
370	25107
371	25018
372	24323
373	23556
374	22939
375	22142
376	21871
377	21160
378	20521
379	20023
380	19554
381	19084
382	18326
383	17918
384	17531
385	16922
386	16285
387	15949
388	15739
389	15461
390	15012
391	14670
392	14529
393	14018
394	13647
395	13255
396	12900
397	12915
398	12403
399	11945
400	10998
401	10616
402	10546
403	10306
404	10085
405	9495
406	9429
407	9395
408	9116
409	8852
410	8450
411	8618
412	8349
413	8035
414	7955
415	7650
416	7496
417	7278
418	7180
419	7047
420	6886
421	6766
422	6687
423	6623
424	6305
425	6359
426	5997
427	6063
428	5893
429	5787
430	5821
431	5812
432	5518
433	5563
434	5287
435	5198
436	4994
437	5036
438	4992
439	4912
440	4800
441	4723
442	4653
443	4522
444	4449
445	4478
446	4438
447	4255
448	4165
449	4105
450	4021
451	4094
452	3856
453	3976
454	3851
455	3878
456	3983
457	3695
458	3690
459	3665
460	3697
461	3668
462	3506
463	3501
464	3540
465	3433
466	3343
467	3355
468	3270
469	3468
470	3206
471	3217
472	3119
473	3219
474	3119
475	3105
476	2980
477	3036
478	2999
479	2938
480	2888
481	2851
482	2893
483	2776
484	2767
485	2859
486	2742
487	2698
488	2722
489	2684
490	2658
491	2602
492	2577
493	2597
494	2551
495	2599
496	2460
497	2599
498	2566
499	2441
500	2378
501	2444
502	2384
503	2433
504	2492
505	2347
506	2291
507	2352
508	2365
509	2316
510	2265
511	2279
512	2254
513	2193
514	2202
515	2145
516	2228
517	2139
518	2149
519	2205
520	2151
521	2161
522	2138
523	2040
524	2150
525	2124
526	2157
527	1970
528	2019
529	2085
530	2024
531	2037
532	2005
533	2031
534	2019
535	1947
536	2039
537	1969
538	1903
539	2039
540	1903
541	1865
542	1895
543	1892
544	1999
545	1739
546	1835
547	1850
548	1899
549	1924
550	1831
551	1843
552	1903
553	1750
554	1907
555	1840
556	1873
557	1897
558	1807
559	1829
560	1803
561	1805
562	1773
563	1783
564	1769
565	1839
566	1742
567	1826
568	1800
569	1826
570	1740
571	1787
572	1733
573	1763
574	1666
