## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657873.insert_size.pdf INPUT=bam/SRR7657873.sorted.bam OUTPUT=bam/SRR7657873.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:59 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
265	254	39	142	167588747	266.399116	63.001395	30560300	FR	15	29	45	61	79	99	127	167	423	2971	18885			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
142	1
143	1
144	3
145	8
146	13
147	40
148	79
149	253
150	20103
151	31893
152	32774
153	33117
154	33645
155	34160
156	34329
157	35998
158	36772
159	37449
160	33769
161	34513
162	35364
163	36875
164	37713
165	39404
166	40251
167	41207
168	42946
169	44368
170	45507
171	47128
172	49113
173	49835
174	51970
175	53449
176	55336
177	56928
178	59671
179	60592
180	63032
181	64108
182	66140
183	68147
184	70036
185	73204
186	74750
187	77208
188	79006
189	80677
190	84609
191	86077
192	88440
193	90991
194	93838
195	96067
196	99126
197	101459
198	104545
199	107235
200	109619
201	112290
202	115706
203	118126
204	120822
205	123836
206	127376
207	130528
208	133821
209	136599
210	140423
211	142236
212	145385
213	148406
214	151703
215	153565
216	157179
217	162517
218	165097
219	165985
220	169725
221	173290
222	174404
223	178967
224	181482
225	184517
226	186673
227	190040
228	190780
229	194408
230	196398
231	197943
232	201161
233	201679
234	204258
235	208069
236	207591
237	209692
238	211785
239	212684
240	216163
241	216028
242	218673
243	217574
244	220244
245	219668
246	219438
247	221491
248	220384
249	221842
250	221358
251	223139
252	223543
253	223619
254	225042
255	223575
256	222114
257	220771
258	220603
259	220770
260	218665
261	220207
262	220033
263	221058
264	217457
265	215435
266	215022
267	212043
268	213401
269	211704
270	210568
271	208413
272	206837
273	204573
274	203125
275	202726
276	198781
277	197218
278	194937
279	191602
280	192261
281	188804
282	186964
283	185589
284	182753
285	179408
286	179656
287	175800
288	174151
289	172563
290	170509
291	166774
292	164751
293	163193
294	159696
295	159061
296	154178
297	151028
298	149384
299	147119
300	143833
301	141509
302	139196
303	134816
304	133496
305	130652
306	127348
307	124650
308	122233
309	119803
310	117409
311	114191
312	110877
313	109223
314	106354
315	103785
316	102071
317	99799
318	96451
319	94463
320	92253
321	90091
322	88298
323	86280
324	83614
325	81708
326	79095
327	77714
328	76287
329	73849
330	71960
331	69918
332	69032
333	66918
334	64615
335	64138
336	61651
337	60378
338	58732
339	56694
340	55796
341	53661
342	52298
343	51146
344	50065
345	48897
346	47101
347	45960
348	45305
349	43399
350	42076
351	41538
352	40190
353	39489
354	38098
355	37043
356	35908
357	34912
358	34205
359	33327
360	32577
361	31639
362	30273
363	29167
364	28936
365	28376
366	27310
367	26726
368	25974
369	25114
370	24574
371	23786
372	23193
373	22767
374	21926
375	21339
376	20930
377	20313
378	19948
379	19098
380	18860
381	18253
382	17859
383	17537
384	17066
385	16501
386	15990
387	15461
388	15318
389	15073
390	14487
391	14347
392	13749
393	13372
394	13275
395	12754
396	12439
397	12213
398	12035
399	11984
400	10694
401	10440
402	10233
403	9918
404	9789
405	9349
406	9282
407	8982
408	8829
409	8533
410	8567
411	8408
412	8114
413	7784
414	7872
415	7576
416	7420
417	7265
418	7238
419	7096
420	6714
421	6664
422	6550
423	6439
424	6319
425	6231
426	6042
427	5831
428	5961
429	5623
430	5661
431	5543
432	5356
433	5524
434	5377
435	5319
436	5303
437	5002
438	4928
439	4950
440	4740
441	4657
442	4809
443	4464
444	4547
445	4563
446	4576
447	4450
448	4214
449	4428
450	4202
451	4123
452	4099
453	4102
454	4007
455	4024
456	3997
457	3924
458	3908
459	3842
460	3671
461	3636
462	3705
463	3629
464	3652
465	3561
466	3464
467	3537
468	3474
469	3400
470	3299
471	3331
472	3262
473	3259
474	3230
475	3387
476	3248
477	3135
478	3066
479	3026
480	3111
481	3134
482	2988
483	3114
484	2937
485	3016
486	2959
487	2899
488	2897
489	2783
490	2869
491	2769
492	2856
493	2882
494	2879
495	2678
496	2740
497	2797
498	2781
499	2731
500	2513
501	2523
502	2626
503	2643
504	2585
505	2499
506	2576
507	2493
508	2561
509	2519
510	2546
511	2393
512	2388
513	2473
514	2413
515	2441
516	2307
517	2289
518	2422
519	2387
520	2306
521	2328
522	2272
523	2240
524	2332
525	2232
526	2267
527	2200
528	2200
529	2192
530	2296
531	2229
532	2135
533	2149
534	2112
535	2160
536	2126
537	2123
538	2164
539	2110
540	2110
541	2093
542	1935
543	2102
544	2097
545	2084
546	1967
547	2059
548	2079
549	2088
550	2002
551	2053
552	2051
553	2005
554	2108
555	2082
556	2079
557	1959
558	1946
559	1958
560	2026
561	2020
562	1964
563	1999
564	1891
565	2029
566	2037
567	1930
568	1886
569	1991
570	2038
571	1909
572	1908
573	1966
574	1858
575	1862
576	1847
577	1782
578	1917
579	1841
580	1778
581	1824
582	1870
583	1771
584	1769
585	1738
586	1878
587	1931
588	1791
589	1817
590	1867
591	1822
592	1901
593	1781
594	1769
595	1824
596	1833
597	1877
598	1743
599	1868
600	1763
601	1889
602	1751
603	1814
604	1805
605	1763
606	1865
607	1840
608	1836
609	1829
610	1805
611	1830
612	1778
613	1933
614	1783
615	1855
616	1933
617	1908
618	1950
619	1803
620	1884
621	1894
622	1931
623	1793
624	1886
625	1754
626	1875
627	1819
628	1817
629	1742
630	2000
631	1885
632	1809
633	1937
634	1960
635	1889
636	1871
637	1815
638	1898
639	1706
640	1800
641	1778
642	1920
643	1787
644	1829
645	1861
646	1759
647	1813
648	1856
649	1847
650	1827
651	1692
652	1735
653	1670
654	1908
655	1837

