## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657874.insert_size.pdf INPUT=bam/SRR7657874.sorted.bam OUTPUT=bam/SRR7657874.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
269	255	38	142	169508641	270.387331	61.583525	26489079	FR	15	29	43	59	77	97	123	163	311	2545	17069			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
142	1
143	2
144	8
145	5
146	14
147	33
148	62
149	161
150	14099
151	22977
152	23626
153	23263
154	24138
155	24567
156	24817
157	25454
158	26065
159	26417
160	24086
161	24888
162	25607
163	25943
164	27331
165	27784
166	28604
167	29483
168	30251
169	31324
170	32499
171	33666
172	34716
173	35927
174	37031
175	37912
176	39413
177	40219
178	41831
179	42945
180	44071
181	46111
182	47367
183	48880
184	50663
185	52609
186	53666
187	55498
188	57454
189	59364
190	61575
191	62756
192	65424
193	67350
194	69128
195	70816
196	73724
197	75688
198	77616
199	81160
200	82801
201	85468
202	87290
203	89976
204	92435
205	95880
206	97629
207	100055
208	104141
209	106572
210	108561
211	110225
212	114075
213	116910
214	119697
215	122763
216	125425
217	129064
218	131604
219	132822
220	135619
221	139345
222	142322
223	145680
224	148692
225	150610
226	152709
227	156167
228	157414
229	161118
230	163117
231	164194
232	168117
233	168279
234	172897
235	173951
236	174591
237	176530
238	180211
239	182304
240	185085
241	186316
242	187996
243	187323
244	190051
245	189333
246	190103
247	192788
248	193228
249	193614
250	194982
251	196316
252	196763
253	197119
254	197282
255	198008
256	197494
257	197224
258	196022
259	197253
260	196568
261	197042
262	197361
263	196756
264	195590
265	194176
266	194211
267	192370
268	192868
269	192135
270	190692
271	189564
272	187200
273	187666
274	185960
275	185040
276	181315
277	180550
278	178906
279	176788
280	176647
281	174478
282	173168
283	171130
284	168781
285	167504
286	166916
287	163362
288	160926
289	160459
290	158673
291	155432
292	154198
293	152431
294	150165
295	148129
296	144590
297	142681
298	140660
299	138670
300	134887
301	134062
302	130483
303	127337
304	125015
305	122560
306	120817
307	118711
308	115374
309	113525
310	111422
311	108797
312	105750
313	103214
314	101165
315	99769
