## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657877.insert_size.pdf INPUT=bam/SRR7657877.sorted.bam OUTPUT=bam/SRR7657877.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
263	247	40	142	148908400	264.197067	64.62829	33705631	FR	15	31	47	63	81	101	129	171	467	3105	19389			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
142	4
143	2
144	9
145	14
146	29
147	47
148	97
149	328
150	24711
151	39323
152	40542
153	40932
154	41395
155	42613
156	43452
157	44525
158	45045
159	46280
160	41494
161	42546
162	43435
163	45238
164	46754
165	48329
166	50184
167	51177
168	53152
169	54148
170	56776
171	58410
172	60726
173	62326
174	64529
175	65790
176	68769
177	70450
178	73860
179	75760
180	77511
181	79878
182	81839
183	84979
184	88050
185	90401
186	92363
187	95452
188	98029
189	100498
190	104586
191	106374
192	109234
193	112274
194	115421
195	118447
196	122592
197	123887
198	127849
199	131268
200	134197
201	138042
202	141366
203	143949
204	146666
205	150698
206	154621
207	157471
208	161446
209	164574
210	168720
211	170837
212	174116
213	176842
214	180178
215	183893
216	184446
217	191594
218	194094
219	194534
220	199141
221	202433
222	205328
223	209401
224	210924
225	212346
226	214947
227	218702
228	218744
229	223245
230	224309
231	225297
232	228882
233	227933
234	231613
235	232070
236	232509
237	233008
238	236496
239	236172
240	239399
241	239396
242	241827
243	239184
244	241448
245	239293
246	240717
247	241890
248	240989
249	240541
250	241163
251	241658
252	241050
253	240843
254	240939
255	238782
256	237702
257	236130
258	236107
259	235655
260	233820
261	232455
262	232277
263	233069
264	229727
265	227822
266	226148
267	223504
268	222992
269	222702
270	220196
271	218170
272	216111
273	213959
274	212382
275	210582
276	206729
277	204665
278	201879
279	200641
280	199112
281	196302
282	193521
283	191704
284	188222
285	186818
286	185396
287	181657
288	179243
289	177201
290	174485
291	172281
292	170272
293	167450
294	164478
295	161610
296	158748
297	155737
298	154058
299	150374
300	146342
301	144467
302	142329
303	139270
304	136862
305	133161
306	130701
307	128058
308	125447
309	122884
310	120010
311	116751
312	113868
313	111453
314	109403
315	107303
316	104985
317	102290
318	99952
319	98085
320	95301
321	93292
322	90900
323	88257
324	86772
325	84483
326	82554
327	79950
328	78610
329	76106
330	74164
331	73060
332	71477
333	69298
334	67412
335	65891
336	64091
337	63110
338	61574
339	58994
340	58418
341	56843
342	54822
343	53749
344	52346
345	50262
346	49244
347	48232
348	47550
349	45986
350	44842
351	43258
352	42116
353	41409
354	40343
355	38713
356	37957
357	37036
358	36331
359	35793
360	34502
361	33483
362	32457
363	31393
364	30987
365	30123
366	29091
367	28494
368	27817
369	26945
370	26546
371	25737
372	25108
373	24229
374	23523
375	22831
376	22592
377	22045
378	21463
379	20927
380	20389
381	19925
382	19503
383	18658
384	18136
385	18194
386	17556
387	16985
388	16808
389	16466
390	16037
391	15562
392	15077
393	14887
394	14594
395	14174
396	14019
397	13492
398	13237
399	13082
400	11805
401	11683
402	11560
403	11298
404	11051
405	10497
406	10337
407	10200
408	10022
409	9561
410	9581
411	9150
412	9281
413	8889
414	8742
415	8681
416	8271
417	8388
418	8171
419	7957
420	7687
421	7727
422	7597
423	7457
424	7221
425	7088
426	6824
427	6885
428	6797
429	6529
430	6503
431	6430
