## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657879.insert_size.pdf INPUT=bam/SRR7657879.sorted.bam OUTPUT=bam/SRR7657879.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
258	242	39	142	167167269	259.442295	63.613726	29592245	FR	15	31	45	61	79	101	129	171	687	3473	20333			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
142	2
143	1
144	2
145	13
146	48
147	40
148	130
149	360
150	24898
151	39126
152	40428
153	40818
154	41410
155	43239
156	43640
157	44716
158	46107
159	46255
160	41589
161	42838
162	43737
163	45859
164	46781
165	48324
166	50341
167	50833
168	53603
169	55580
170	57482
171	58588
172	61313
173	62943
174	64542
175	66002
176	68179
177	70373
178	73870
179	75177
180	76819
181	80075
182	81631
183	84377
184	87374
185	89452
186	91295
187	94695
188	97428
189	99873
190	103285
191	105260
192	108219
193	110723
194	112502
195	115130
196	118747
197	121163
198	124325
199	127291
200	130294
201	133833
202	137474
203	140034
204	141966
205	145230
206	147777
207	151302
208	154681
209	157368
210	159711
211	162243
212	166185
213	168769
214	170536
215	174587
216	175062
217	182239
218	182110
219	182955
220	186359
221	189400
222	190069
223	194342
224	196329
225	198394
226	197470
227	202271
228	201063
229	203805
230	204827
231	205289
232	207903
233	209296
234	210795
235	212250
236	210848
237	210871
238	212614
239	212679
240	214737
241	215595
242	216276
243	213215
244	215424
245	214261
246	214259
247	214903
248	213664
249	211981
250	212183
251	213025
252	212868
253	211330
254	210074
255	210399
256	208092
257	205924
258	204600
259	202733
260	201382
261	200702
262	200759
263	201335
264	196289
265	195712
266	193911
267	191343
268	190131
269	188518
270	185462
271	183836
272	181263
273	179828
274	178550
275	177002
276	173274
277	171296
278	168086
279	166613
280	164855
281	162178
282	159998
283	157487
284	155707
285	153103
286	151799
287	149393
288	146327
289	144627
290	142231
291	139477
292	137588
293	135885
294	132984
295	130601
296	126548
297	124702
298	123265
299	120468
300	117214
301	115846
302	112190
303	109555
304	108013
305	104696
306	102378
307	99962
308	98138
309	95901
310	93750
311	91826
312	88760
313	86556
314	84593
315	82355
316	81283
317	79203
318	76169
319	74934
320	72448
321	71203
322	69440
323	67798
324	65372
325	64529
326	62218
327	60355
328	59091
329	57749
330	56502
331	54980
332	53624
333	51685
334	50325
335	49530
336	48057
337	47122
338	45291
339	44149
340	43167
341	41666
342	40568
343	40069
344	38150
345	37237
346	36424
347	35147
348	34420
349	33740
350	32837
351	31586
352	31100
353	29856
354	29191
355	28637
356	27942
357	26888
358	26398
359	25786
360	24734
361	24323
362	23341
363	22663
364	22468
365	21461
366	21224
367	20387
368	20041
369	19487
370	18771
371	18590
372	17843
373	17560
374	16887
375	16791
376	16144
377	15835
378	15080
379	15063
380	14808
381	14124
382	14050
383	13503
384	13064
385	12981
386	12845
387	12176
388	12127
389	11796
390	11520
391	11204
392	10749
393	10607
394	10502
395	10211
396	9915
397	9788
398	9710
399	9451
400	8536
401	8438
402	7891
403	7849
404	7727
405	7412
406	7479
407	7287
408	7156
409	7027
410	6916
411	6650
412	6507
413	6449
414	6336
415	6277
416	6101
417	5978
418	5738
419	5762
420	5772
421	5647
422	5380
423	5318
424	5208
425	5216
426	5103
427	5109
428	4979
429	4768
430	4906
431	4881
432	4671
433	4833
434	4681
435	4596
436	4496
437	4468
438	4427
439	4255
440	4335
441	4254
442	4171
443	4177
444	4105
445	3965
446	4019
447	3955
448	4010
449	3911
450	3864
451	3789
452	3767
453	3744
454	3638
455	3727
456	3730
457	3802
458	3577
459	3601
460	3489
461	3469
462	3392
463	3403
464	3409
465	3419
466	3301
467	3387
468	3352
469	3305
470	3299
471	3242
472	3297
473	3179
474	3150
475	3101
476	3163
477	3074
478	3154
479	3139
480	3083
481	3005
482	2992
483	2958
484	3020
485	3038
486	2860
487	2924
488	2903
489	2838
490	2837
491	3021
492	2805
493	2887
494	2916
495	2838
496	2806
497	2816
498	2898
499	2735
500	2665
501	2730
502	2674
503	2601
504	2663
505	2496
506	2570
507	2698
508	2588
509	2643
510	2650
511	2521
512	2550
513	2545
514	2541
515	2629
516	2493
517	2359
518	2507
519	2440
520	2392
521	2529
522	2414
523	2409
524	2575
525	2338
526	2493
527	2494
528	2320
529	2367
530	2341
531	2339
532	2390
533	2285
534	2243
535	2299
536	2270
537	2282
538	2205
539	2240
540	2205
541	2226
542	2175
543	2154
544	2099
545	2044
546	2145
547	2107
548	2212
549	2264
550	2195
551	2078
552	2111
553	2165
554	2142
555	2023
556	2091
557	2072
558	2123
559	2051
560	2095
561	1968
562	2124
563	2016
564	2053
565	2099
566	1987
567	2008
568	1945
569	2011
570	1975
571	1976
572	2055
573	2009
574	1940
575	2012
576	1974
577	1889
578	2038
579	1916
580	1970
581	2001
582	1908
583	1836
584	1995
585	1959
586	1917
587	1982
588	1867
589	2032
590	1968
591	1995
592	1882
593	1893
594	1850
595	1910
596	1927
597	1974
598	1845
599	1902
600	1888
601	1866
602	1968
603	1871
604	1885
605	1932
606	1946
607	1849
608	1946
609	1908
610	1978
611	1907
612	1865
613	1913
614	1863
615	1951
616	1954
617	1919
618	1880
619	1926
620	1893
621	1911
622	1935
623	1932
624	1923
625	1871
626	1854
627	1930
628	2023
629	1834
630	1951
631	1911
632	1932
633	1909
634	1975
635	1908
636	1993
637	1913
638	2017
639	1848
640	1899
641	1922
642	1892
643	1972
644	1887
645	1944
646	1760
647	1873
648	1866

