## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657876.insert_size.pdf INPUT=bam/SRR7657876.sorted.bam OUTPUT=bam/SRR7657876.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
265	252	40	142	151974639	265.892745	64.173008	30372406	FR	15	31	45	63	81	101	129	171	477	3147	19381			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
142	1
144	2
145	7
146	23
147	46
148	114
149	281
150	20589
151	33264
152	33466
153	34032
154	34936
155	35483
156	35965
157	37124
158	38215
159	38727
160	34729
161	36198
162	36325
163	37941
164	39390
165	40628
166	41923
167	43279
168	44699
169	46654
170	47822
171	49059
172	51118
173	52553
174	54508
175	55732
176	57537
177	59255
178	62002
179	63436
180	64694
181	67247
182	68940
183	71331
184	73533
185	75885
186	77122
187	80683
188	82254
189	84721
190	87401
191	89065
192	92898
193	95033
194	97504
195	100610
196	103306
197	105175
198	108745
199	112682
200	113948
201	116698
202	119847
203	122750
204	124787
205	128904
206	132132
207	135533
208	138399
209	141679
210	143777
211	146198
212	149093
213	151173
214	154974
215	157607
216	159496
217	166851
218	167879
219	169717
220	172936
221	175500
222	177511
223	181133
224	183624
225	185360
226	187321
227	191388
228	191504
229	194857
230	196962
231	197562
232	200587
233	200098
234	202274
235	205650
236	204096
237	206452
238	209978
239	210014
240	213520
241	213917
242	215370
243	212854
244	215526
245	214445
246	214678
247	216083
248	216239
249	216287
250	216831
251	217348
252	218110
253	216996
254	217642
255	216462
256	215889
257	213897
258	212262
259	213592
260	212342
261	211883
262	213173
263	212383
264	210229
265	208219
266	206653
267	204985
268	204806
269	205027
270	201899
271	201031
272	199215
273	196891
274	196317
275	193378
276	191364
277	188523
278	187152
279	185781
280	186132
281	181593
282	180462
283	178759
284	175821
285	173790
286	173282
287	169690
288	166975
289	165676
290	164395
291	161372
292	159460
293	158024
294	154551
295	153969
296	149517
297	146962
298	144834
299	141612
300	139235
301	137807
302	134369
303	131983
304	129650
305	125977
306	123480
307	121395
308	118147
309	116529
310	113956
311	111077
312	108071
313	106871
314	104079
315	101673
316	100536
317	97702
318	94533
319	92834
320	90912
321	88808
322	86914
323	83786
324	82736
325	81065
326	78639
327	76754
328	75571
329	72791
330	71110
331	69849
332	67730
333	66413
334	64545
335	64029
336	61217
337	60746
338	59453
339	56683
340	55518
341	53962
342	52362
343	51481
344	49649
345	48590
346	47253
347	46077
348	44846
349	43721
350	42672
351	41298
352	40930
353	39157
354	38356
355	36873
356	36452
357	34946
358	34596
359	33543
360	32520
361	31480
362	30699
363	29775
364	28909
365	28713
366	28080
367	26638
368	26131
369	25472
370	25104
371	23865
372	23437
373	22837
374	22056
375	21648
376	21062
377	20605
378	19933
379	19351
380	18851
381	18616
382	17932
383	17423
384	17094
385	16680
386	16186
387	15756
388	15487
389	15085
390	14664
391	14367
392	13874
393	13483
394	13241
395	12997
396	12696
397	12388
398	12066
399	11822
400	10724
401	10325
402	9924
403	9924
404	9468
405	9477
406	9115
407	9009
408	9042
409	8790
410	8444
411	8279
412	8209
413	7913
414	7727
415	7486
416	7361
417	7096
418	6964
419	7038
420	6943
421	6538
422	6464
423	6335
424	6253
425	6159
426	5890
427	5821
428	5795
429	5726
430	5558
431	5475
432	5435
433	5312
434	5362
435	5207
436	5004
437	4916
438	4819
439	4863
440	4770
441	4750
442	4645
443	4514
444	4279
445	4508
446	4272
447	4387
448	4190
449	4309
450	4139
451	4044
452	4023
453	4020
454	3864
455	4058
456	3894
457	3950
458	3882
459	3723
460	3679
461	3759
462	3547
463	3617
464	3502
465	3484
466	3542
467	3469
468	3475
469	3378
470	3267
471	3536
472	3336
473	3212
474	3132
475	3282
476	3248
477	3175
478	3140
479	3124
480	3094
481	3090
482	3096
483	3084
484	2962
485	2985
486	2905
487	2897
488	2845
489	2860
490	2899
491	2821
492	2760
493	2804
494	2755
495	2820
496	2744
497	2882
498	2739
499	2784
500	2569
501	2661
502	2616
503	2675
504	2660
505	2568
506	2541
507	2518
508	2639
509	2484
510	2517
511	2387
512	2406
513	2509
514	2427
515	2360
516	2363
517	2480
518	2425
519	2347
520	2289
521	2378
522	2352
523	2417
524	2279
525	2295
526	2346
527	2225
528	2257
529	2250
530	2200
531	2284
532	2191
533	2170
534	2245
535	2149
536	2182
537	2096
538	2126
539	2042
540	2076
541	2150
542	2015
543	2079
544	1989
545	1961
546	1966
547	2080
548	2104
549	2024
550	2028
551	2025
552	2020
553	1958
554	1957
555	2000
556	1898
557	1963
558	1995
559	1908
560	2039
561	1916
562	1956
563	2008
564	1873
565	1989
566	1986
567	1937
568	1968
569	1911
570	1904
571	1885
572	1878
573	1833
574	1931
575	1877
576	1882
577	1792
578	1906
579	1973
580	1811
581	1838
582	1846
583	1727
584	1737
585	1914
586	1832
587	1766
588	1843
589	1837
590	1803
591	1825
592	1725
593	1778
594	1777
595	1748
596	1846
597	1871
598	1748
599	1776
600	1857
601	1739
602	1870
603	1749
604	1799
605	1825
606	1800
607	1722
608	1881
609	1895
610	1834
611	1771
612	1711
613	1861
614	1801
615	1805
616	1815
617	1817
618	1724
619	1826
620	1851
621	1706
622	1783
623	1812
624	1951
625	1853
626	1851
627	1756
628	1773
629	1841
630	1818
631	1797
632	1819
633	1783
634	1875
635	1788
636	1828
637	1814
638	1782
639	1707
640	1873
641	1756
642	1879
643	1737
644	1698
645	1803
646	1783
647	1803
648	1740
649	1734
650	1678
651	1754
652	1748
653	1727
654	1782
655	1729
656	1689
657	1624
658	1702
659	1681
660	1598
661	1732
662	1680
663	1724
664	1770
665	1763

