## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657882.insert_size.pdf INPUT=bam/SRR7657882.sorted.bam OUTPUT=bam/SRR7657882.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
267	254	38	142	153336300	269.007679	63.282139	37298743	FR	15	29	45	61	77	99	125	167	375	2731	17579			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
142	1
143	4
144	11
145	5
146	18
147	37
148	85
149	241
150	20152
151	32801
152	33746
153	33684
154	34416
155	35262
156	36159
157	37225
158	37836
159	38705
160	34513
161	35786
162	37102
163	38306
164	39857
165	41145
166	42171
167	43163
168	45259
169	46911
170	48515
171	49713
172	52109
173	53816
174	55395
175	57032
176	59581
177	61027
178	63773
179	65126
180	67160
181	69764
182	71539
183	74589
184	77721
185	79250
186	81978
187	84724
188	87735
189	90471
190	93553
191	97075
192	100136
193	102668
194	105632
195	108513
196	112529
197	115031
198	118809
199	123213
200	126077
201	129948
202	133767
203	137698
204	139553
205	144387
206	148187
207	151830
208	156951
209	160994
210	165179
211	168928
212	172606
213	176521
214	180233
215	184230
216	187218
217	193774
218	196791
219	198710
220	203933
221	208356
222	211640
223	216617
224	219146
225	223201
226	225334
227	230942
228	231526
229	236020
230	239719
231	241390
232	245256
233	248897
234	251300
235	253909
236	253367
237	255409
238	260203
239	260170
240	265195
241	267890
242	268175
243	266987
244	272177
245	271493
246	272825
247	272910
248	274035
249	274786
250	274656
251	276098
252	275681
253	276625
254	277182
255	276920
256	275594
257	275733
258	273485
259	273538
260	273489
261	271930
262	272022
263	274656
264	269866
265	268394
266	267566
267	264857
268	264045
269	262545
270	259784
271	257862
272	256918
273	254053
274	253893
275	252030
276	247014
277	245032
278	242441
279	239491
280	236781
281	235259
282	233480
283	229732
284	226737
285	224672
286	222695
287	219800
288	216185
289	213791
290	211178
291	206411
292	204935
293	202437
294	199052
295	196022
296	193142
297	188826
298	187323
299	182558
300	178256
301	176358
302	171946
303	167574
304	165468
305	161913
306	157957
307	155267
308	151874
309	149547
310	146096
311	141811
312	138382
313	135563
314	132353
315	130452
316	127601
317	124106
318	121034
319	118065
320	115732
321	113603
322	110056
323	107431
324	104404
325	102836
326	100443
327	97619
328	95398
329	93378
330	91060
331	88772
332	86447
333	84155
334	82527
335	80896
336	78078
337	76678
338	74706
339	72378
340	71401
341	69219
342	67595
343	65433
344	63229
345	62253
346	60301
347	58648
348	57789
349	56519
350	55148
351	53081
352	51913
353	50833
354	49335
355	47574
356	46806
357	45331
358	44598
359	44267
360	42696
361	41183
362	40422
363	39234
364	38200
365	37773
366	36500
367	35446
368	34507
369	33587
370	32926
371	32191
372	31389
373	30627
374	29689
375	29038
376	28179
377	27744
378	26593
379	25874
380	25572
381	25120
382	24656
383	24141
384	22941
385	22784
386	22348
387	21882
388	21284
389	20616
390	20036
391	19671
392	19158
393	18741
394	18804
395	18254
396	17528
397	17013
398	17084
399	16431
400	14932
401	14686
402	14591
403	14346
404	13954
405	13423
406	13299
407	12880
408	12826
409	12622
410	12240
411	12000
412	11782
413	11269
414	11448
415	11246
416	10802
417	10682
418	10578
419	10253
420	10122
421	9875
422	9578
423	9401
424	9187
425	8970
426	8701
427	8735
428	8751
429	8523
430	8417
431	8478
432	8301
433	7902
434	7939
435	7822
436	7516
437	7516
438	7326
439	7374
440	7152
441	6893
442	7117
443	6925
444	6935
445	6802
446	6698
447	6536
448	6369
449	6111
450	6221
451	6227
452	6237
453	6111
454	5906
455	5818
456	5868
457	5849
458	5711
459	5759
460	5683
461	5351
462	5429
463	5433
464	5254
465	5352
466	5274
467	5349
468	5092
469	5031
470	4958
471	4907
472	5036
473	4977
474	4844
475	4859
476	4657
477	4722
478	4738
479	4682
480	4386
481	4453
482	4431
483	4511
484	4427
485	4450
486	4409
487	4262
488	4181
489	4279
490	4260
491	4224
492	4189
493	4052
494	4126
495	4093
496	3978
497	4021
498	3876
499	3888
500	3681
501	3793
502	3806
503	3907
504	3794
505	3725
506	3616
507	3622
508	3637
509	3557
510	3490
511	3569
512	3496
513	3288
514	3533
515	3372
516	3315
517	3431
518	3507
519	3229
520	3289
521	3244
522	3188
523	3175
524	3237
525	3304
526	3181
527	3207
528	3081
529	3192
530	3060
531	3104
532	3064
533	3061
534	2903
535	3051
536	3019
537	2922
538	2966
539	2949
540	2815
541	2851
542	2776
543	2833
544	2737
545	2744
546	2651
547	2807
548	2841
549	2728
550	2655
551	2732
552	2767
553	2805
554	2747
555	2740
556	2721
557	2706
558	2675
559	2741
560	2746
561	2559
562	2699
563	2572
564	2465
565	2667
566	2549
567	2587
568	2609
569	2458
570	2488
571	2608
572	2549
573	2571
574	2444
575	2515
576	2515
577	2335
578	2537
579	2384
580	2515
581	2515
582	2392
583	2286
584	2426
585	2471
586	2266
587	2482
588	2362
589	2462
590	2405
591	2392
592	2375
593	2255
594	2284
595	2306
596	2258
597	2390
598	2306
599	2333
600	2242
601	2416
602	2422
603	2334
604	2230
605	2389
606	2309
607	2234
608	2401
609	2367
610	2319
611	2224
612	2212
613	2313
614	2238
615	2197
616	2239
617	2332
618	2319
619	2274
620	2364
621	2271
622	2227
623	2127
624	2317
625	2277
626	2218
627	2297
628	2148
629	2211
630	2247
631	2204
632	2173
633	2277
634	2298
635	2214
636	2278
637	2251
638	2340
639	2162
640	2120
641	2238
642	2172
643	2132
644	2190
645	2179
646	2095
647	2181

