## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657878.insert_size.pdf INPUT=bam/SRR7657878.sorted.bam OUTPUT=bam/SRR7657878.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:59 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
268	254	39	142	174971202	269.356275	62.478129	29344385	FR	15	29	45	61	79	99	125	165	337	2733	17987			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
142	1
143	4
144	6
145	5
146	27
147	35
148	55
149	218
150	16903
151	27027
152	27684
153	28355
154	28699
155	29255
156	29992
157	29943
158	31166
159	31617
160	28530
161	29665
162	30031
163	31381
164	32757
165	33334
166	34208
167	35528
168	36611
169	38008
170	39389
171	40117
172	42178
173	42922
174	44430
175	45387
176	47567
177	48700
178	51088
179	52496
180	53580
181	54636
182	56530
183	59297
184	60962
185	63003
186	64211
187	66652
188	69144
189	70092
190	73627
191	74626
192	77276
193	79358
194	82251
195	84181
196	87286
197	87915
198	91449
199	94580
200	95725
201	99343
202	102250
203	105253
204	107859
205	110532
206	114006
207	116430
208	120263
209	122846
210	124721
211	127906
212	130306
213	133597
214	136592
215	139463
216	141257
217	147409
218	149029
219	150702
220	154392
221	157998
222	160309
223	164182
224	166176
225	168670
226	171018
227	175283
228	176088
229	178773
230	181443
231	181926
232	184814
233	187081
234	191435
235	193285
236	192616
237	195275
238	198136
239	199402
240	202963
241	204447
242	205412
243	203583
244	207074
245	207263
246	209415
247	210727
248	210971
249	210930
250	211774
251	213473
252	214123
253	213207
254	215137
255	214878
256	214508
257	213509
258	212478
259	213558
260	211458
261	213063
262	213385
263	214214
264	212076
265	210526
266	208521
267	207556
268	208464
269	207543
270	206202
271	204862
272	203915
273	201287
274	200486
275	199486
276	196630
277	194213
278	194384
279	191152
280	191593
281	189063
282	185836
283	184667
284	183147
285	180748
286	179315
287	176240
288	175256
289	174505
290	173363
291	168273
292	167453
293	165878
294	162578
295	159240
296	157426
297	154264
298	153539
299	150417
300	147014
301	145604
302	142915
303	138622
304	136519
305	133595
306	130532
307	128727
308	126081
309	124127
310	120994
311	118093
312	114737
313	113613
314	110354
315	108758
316	106970
317	104280
318	101261
319	99607
320	96874
321	95927
322	93010
323	90608
324	88272
325	86456
326	84343
327	82087
328	80389
329	78170
330	76591
331	74875
332	73201
333	71699
334	70031
335	67554
336	65430
337	64319
338	63219
339	60939
340	60221
341	57951
342	56567
343	54813
344	53939
345	52361
346	51299
347	49645
348	47750
349	47581
350	45457
351	44292
352	43469
353	42070
354	41421
355	39661
356	39019
357	37617
358	36594
359	36118
360	35178
361	33867
362	33288
363	31985
364	31377
365	30607
366	29604
367	29092
368	28154
369	27060
370	26607
371	26037
372	25011
373	24450
374	23793
375	23419
376	22598
377	22379
378	21040
379	20829
380	20421
381	19536
382	19238
383	18539
384	18148
385	17839
386	17005
387	17017
388	16504
389	15945
390	15695
391	14908
392	14929
393	14559
394	14044
395	13862
396	13516
397	13098
398	12831
399	12544
400	11154
401	10818
402	10735
403	10410
404	10237
405	9869
406	9740
407	9428
408	9307
409	9026
410	8762
411	8603
412	8376
413	8245
414	8085
415	7727
416	7674
417	7415
418	7397
419	7288
420	7005
421	6692
422	6604
423	6614
424	6411
425	6437
426	6023
427	6060
428	6125
429	5893
430	5868
431	5609
432	5647
433	5365
434	5283
435	5259
436	5088
437	4858
438	5017
439	4982
440	4815
441	4710
442	4656
443	4617
444	4525
445	4517
446	4296
447	4235
448	4324
449	4342
450	4164
451	3970
452	4067
453	4024
454	3821
455	3924
456	3918
457	3891
458	3764
459	3649
460	3506
461	3685
462	3493
463	3472
464	3483
465	3326
466	3382
467	3379
468	3283
469	3141
470	3272
471	3137
472	3213
473	3069
474	2978
475	3074
476	3014
477	2966
478	3102
479	2862
480	2821
481	2861
482	2796
483	2871
484	2887
485	2807
486	2784
487	2768
488	2699
489	2685
490	2705
491	2557
492	2653
493	2584
494	2534
495	2530
496	2525
497	2680
498	2541
499	2519
500	2433
501	2494
502	2451
503	2318
504	2459
505	2392
506	2277
507	2274
508	2261
509	2264
510	2371
511	2212
512	2099
513	2255
514	2243
515	2330
516	2130
517	2206
518	2194
519	2089
520	2058
521	2090
522	2073
523	2142
524	2175
525	2079
526	2149
527	2064
528	2017
529	1953
530	1956
531	1983
532	1967
533	1982
534	1905
535	1943
536	1906
537	1871
538	1819
539	1886
540	1961
541	1885
542	1845
543	1887
544	1881
545	1843
546	1817
547	1882
548	1847
549	1909
550	1834
551	1744
552	1860
553	1844
554	1823
555	1821
556	1787
557	1796
558	1796
559	1738
560	1836
561	1722
562	1826
563	1868
564	1715
565	1712
566	1751
567	1758
568	1687
569	1722
570	1705
571	1674
572	1769
573	1640
574	1693
575	1664
576	1694
577	1667
578	1713
579	1712
580	1675
581	1725
582	1606
583	1601
584	1614
585	1681
586	1597
587	1666
588	1692
589	1692
590	1627
591	1564
592	1560
593	1621
594	1716
595	1637
596	1628
597	1648
598	1518
599	1623
600	1679
601	1556
602	1683
603	1610
604	1742
605	1582
606	1630
607	1630
608	1672
609	1625
610	1571
611	1621
612	1601
613	1627
614	1626
615	1690
616	1717
617	1754
618	1743
619	1668
620	1623
621	1497
622	1739
623	1679
624	1661
625	1629
626	1660
627	1549
628	1587
629	1573
630	1677
631	1576
632	1556
633	1719
634	1639
635	1620
636	1670
637	1707
638	1643
639	1603
640	1661
641	1696
642	1621
643	1581
644	1613
645	1689
646	1607
647	1608
648	1576
649	1596
650	1559
651	1562
652	1469
653	1534
654	1672
655	1607
656	1541
657	1576
658	1612

